FID,Shape,kecamatan,kabupaten,provinsi,lat,lon,kategori
1663,"Point[X=110.673242800415, Y=-6.57732398061717, WKID=4326]",JEPARA,JEPARA,JAWA TENGAH,-6.577323981,110.6732428,medium
1664,"Point[X=96.0987600997988, Y=4.885630767446, WKID=4326]",MANE,PIDIE,ACEH,4.885630767,96.0987601,medium
1665,"Point[X=112.528062900283, Y=-7.41918980166798, WKID=4326]",BALONGBENDO,SIDOARJO,JAWA TIMUR,-7.419189802,112.5280629,medium
1666,"Point[X=108.503724300336, Y=-7.37418243037479, WKID=4326]",BANJAR,KOTA BANJAR,JAWA BARAT,-7.37418243,108.5037243,medium
1667,"Point[X=107.409518399754, Y=-6.36951574685418, WKID=4326]",PURWASARI,KARAWANG,JAWA BARAT,-6.369515747,107.4095184,medium
1668,"Point[X=96.4861151103241, Y=2.31677780784958, WKID=4326]",TEUPAH SELATAN,SIMEULUE,ACEH,2.316777808,96.48611511,medium
1669,"Point[X=107.445900400283, Y=-6.74283119810127, WKID=4326]",CIKALONGWETAN,BANDUNG BARAT,JAWA BARAT,-6.742831198,107.4459004,medium
1670,"Point[X=95.9356774302693, Y=5.31216064559737, WKID=4326]",INDRA JAYA,PIDIE,ACEH,5.312160646,95.93567743,medium
1671,"Point[X=111.833217300338, Y=-8.07067455768464, WKID=4326]",GONDANG,TULUNGAGUNG,JAWA TIMUR,-8.070674558,111.8332173,medium
1672,"Point[X=104.956996800062, Y=-5.35665620711819, WKID=4326]",PRINGSEWU,PRINGSEWU,LAMPUNG,-5.356656207,104.9569968,medium
1673,"Point[X=106.783687199904, Y=-6.685778731803, WKID=4326]",CIJERUK,BOGOR,JAWA BARAT,-6.685778732,106.7836872,medium
1674,"Point[X=95.2878717602736, Y=5.25659412102192, WKID=4326]",LHOONG,ACEH BESAR,ACEH,5.256594121,95.28787176,medium
1675,"Point[X=102.687728899869, Y=-1.39773969233289, WKID=4326]",TENGAH ILIR,TEBO,JAMBI,-1.397739692,102.6877289,medium
1676,"Point[X=111.002967700199, Y=-7.70584062794256, WKID=4326]",JUMAPOLO,KARANGANYAR,JAWA TENGAH,-7.705840628,111.0029677,medium
1677,"Point[X=112.26682339958, Y=-7.05211494934537, WKID=4326]",SEKARAN,LAMONGAN,JAWA TIMUR,-7.052114949,112.2668234,medium
1678,"Point[X=127.965706299606, Y=1.714987468397, WKID=4326]",TOBELO,HALMAHERA UTARA,MALUKU UTARA,1.714987468,127.9657063,medium
1679,"Point[X=110.717113700237, Y=-6.72361315632207, WKID=4326]",KALINYAMATAN,JEPARA,JAWA TENGAH,-6.723613156,110.7171137,medium
1680,"Point[X=117.482696999767, Y=4.01663607939162, WKID=4326]",NUNUKAN,NUNUKAN,KALIMANTAN UTARA,4.016636079,117.482697,medium
1681,"Point[X=107.40102209969, Y=-7.04024206821686, WKID=4326]",SINDANGKERTA,BANDUNG BARAT,JAWA BARAT,-7.040242068,107.4010221,medium
1682,"Point[X=107.012665900011, Y=-6.88380797325931, WKID=4326]",SUKALARANG,SUKABUMI,JAWA BARAT,-6.883807973,107.0126659,medium
1683,"Point[X=103.069356800076, Y=-3.63246200761552, WKID=4326]",TEBING TINGGI,EMPAT LAWANG,SUMATERA SELATAN,-3.632462008,103.0693568,medium
1684,"Point[X=103.650449499845, Y=-1.62705021979178, WKID=4326]",PAAL MERAH,KOTA JAMBI,JAMBI,-1.62705022,103.6504495,medium
1685,"Point[X=103.63546239957, Y=-1.58158757570601, WKID=4326]",JAMBI TIMUR,KOTA JAMBI,JAMBI,-1.581587576,103.6354624,medium
1686,"Point[X=121.966296099585, Y=-2.87998841393409, WKID=4326]",BAHODOPI,MOROWALI,SULAWESI TENGAH,-2.879988414,121.9662961,medium
1687,"Point[X=123.05510770016, Y=0.562677773360576, WKID=4326]",KOTA TENGAH,KOTA GORONTALO,GORONTALO,0.562677773,123.0551077,medium
1688,"Point[X=95.899654000232, Y=5.33686300412438, WKID=4326]",DELIMA,PIDIE,ACEH,5.336863004,95.899654,medium
1689,"Point[X=107.647941399576, Y=-6.80933533495772, WKID=4326]",LEMBANG,BANDUNG BARAT,JAWA BARAT,-6.809335335,107.6479414,medium
1690,"Point[X=114.211919999608, Y=-7.86350796681916, WKID=4326]",ASEMBAGUS,SITUBONDO,JAWA TIMUR,-7.863507967,114.21192,medium
1691,"Point[X=108.408352799942, Y=-6.6415845643761, WKID=4326]",ARJAWINANGUN,CIREBON,JAWA BARAT,-6.641584564,108.4083528,medium
1692,"Point[X=128.388713599853, Y=2.11340410321685, WKID=4326]",MOROTAI SELATAN,PULAU MOROTAI,MALUKU UTARA,2.113404103,128.3887136,medium
1693,"Point[X=112.033785300052, Y=-7.7633562046251, WKID=4326]",GAMPENGREJO,KEDIRI,JAWA TIMUR,-7.763356205,112.0337853,medium
1694,"Point[X=107.764233399752, Y=-7.21158355473722, WKID=4326]",PASIRWANGI,GARUT,JAWA BARAT,-7.211583555,107.7642334,medium
1695,"Point[X=112.692144400044, Y=-8.17770235188198, WKID=4326]",TUREN,MALANG,JAWA TIMUR,-8.177702352,112.6921444,medium
1696,"Point[X=111.959441700074, Y=-6.81404578238693, WKID=4326]",JENU,TUBAN,JAWA TIMUR,-6.814045782,111.9594417,medium
1697,"Point[X=112.032466599854, Y=-8.01421818991747, WKID=4326]",UDANAWU,BLITAR,JAWA TIMUR,-8.01421819,112.0324666,medium
1698,"Point[X=106.924148999876, Y=-7.01408861669626, WKID=4326]",NYALINDUNG,SUKABUMI,JAWA BARAT,-7.014088617,106.924149,medium
1699,"Point[X=108.429691899961, Y=-6.57430633426986, WKID=4326]",GEGESIK,CIREBON,JAWA BARAT,-6.574306334,108.4296919,medium
1700,"Point[X=100.261371600219, Y=0.826506121860064, WKID=4326]",RAMBAH,ROKAN HULU,RIAU,0.826506122,100.2613716,medium
1701,"Point[X=112.142315700409, Y=-8.0882387902879, WKID=4326]",SANANKULON,BLITAR,JAWA TIMUR,-8.08823879,112.1423157,medium
1702,"Point[X=105.240955200023, Y=-5.43500525798623, WKID=4326]",TELUKBETUNG UTARA,KOTA BANDAR LAMPUNG,LAMPUNG,-5.435005258,105.2409552,medium
1703,"Point[X=95.2969906097289, Y=5.53625082081879, WKID=4326]",JAYA BARU,KOTA BANDA ACEH,ACEH,5.536250821,95.29699061,medium
1704,"Point[X=105.283779799798, Y=-5.41538357079509, WKID=4326]",KEDAMAIAN,KOTA BANDAR LAMPUNG,LAMPUNG,-5.415383571,105.2837798,medium
1705,"Point[X=112.105533800145, Y=-8.18775500698791, WKID=4326]",KADEMANGAN,BLITAR,JAWA TIMUR,-8.187755007,112.1055338,medium
1706,"Point[X=112.226692899758, Y=-8.17779237491811, WKID=4326]",SUTOJAYAN,BLITAR,JAWA TIMUR,-8.177792375,112.2266929,medium
1707,"Point[X=119.378584899873, Y=-5.32926802959582, WKID=4326]",GALESONG,TAKALAR,SULAWESI SELATAN,-5.32926803,119.3785849,medium
1708,"Point[X=132.350744400334, Y=-2.87929927604068, WKID=4326]",FAK-FAK TENGAH,FAKFAK,PAPUA BARAT,-2.879299276,132.3507444,medium
1709,"Point[X=109.617539800322, Y=-7.54725997536752, WKID=4326]",KARANGGAYAM,KEBUMEN,JAWA TENGAH,-7.547259975,109.6175398,medium
1710,"Point[X=106.138650100022, Y=-2.19342179108276, WKID=4326]",PANGKALAN BARU,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,-2.193421791,106.1386501,medium
1711,"Point[X=103.62392589996, Y=-1.56364371678404, WKID=4326]",PELAYANGAN,KOTA JAMBI,JAMBI,-1.563643717,103.6239259,medium
1712,"Point[X=108.008361200409, Y=-7.18869015642554, WKID=4326]",WANARAJA,GARUT,JAWA BARAT,-7.188690156,108.0083612,medium
1713,"Point[X=112.312149100301, Y=-7.62040056123686, WKID=4326]",MOJOWARNO,JOMBANG,JAWA TIMUR,-7.620400561,112.3121491,medium
1714,"Point[X=108.340953000381, Y=-6.74430972761178, WKID=4326]",LEUWIMUNDING,MAJALENGKA,JAWA BARAT,-6.744309728,108.340953,medium
1715,"Point[X=109.575503700036, Y=-7.0594476462918, WKID=4326]",KAJEN,PEKALONGAN,JAWA TENGAH,-7.059447646,109.5755037,medium
1716,"Point[X=116.539600499863, Y=0.380746255335453, WKID=4326]",MUARA ANCALONG,KUTAI TIMUR,KALIMANTAN TIMUR,0.380746255,116.5396005,medium
1717,"Point[X=103.212011399906, Y=-4.01007902232897, WKID=4326]",PAGAR ALAM UTARA,KOTA PAGAR ALAM,SUMATERA SELATAN,-4.010079022,103.2120114,medium
1718,"Point[X=103.543956699742, Y=-3.72773177400211, WKID=4326]",LAHAT,LAHAT,SUMATERA SELATAN,-3.727731774,103.5439567,medium
1719,"Point[X=112.638282900136, Y=-7.51566951323741, WKID=4326]",KREMBUNG,SIDOARJO,JAWA TIMUR,-7.515669513,112.6382829,medium
1720,"Point[X=108.975398199967, Y=-7.46561478329556, WKID=4326]",LUMBIR,BANYUMAS,JAWA TENGAH,-7.465614783,108.9753982,medium
1721,"Point[X=112.644433100108, Y=-7.47511929711783, WKID=4326]",TULANGAN,SIDOARJO,JAWA TIMUR,-7.475119297,112.6444331,medium
1722,"Point[X=107.641129199653, Y=-7.06724410113429, WKID=4326]",ARJASARI,BANDUNG,JAWA BARAT,-7.067244101,107.6411292,medium
1723,"Point[X=107.351766900322, Y=-6.75924330383538, WKID=4326]",CIPEUNDEUY,BANDUNG BARAT,JAWA BARAT,-6.759243304,107.3517669,medium
1724,"Point[X=107.844430800241, Y=-7.27404594496431, WKID=4326]",BAYONGBONG,GARUT,JAWA BARAT,-7.274045945,107.8444308,medium
1725,"Point[X=112.054775699639, Y=-6.95430971532107, WKID=4326]",SEMANDING,TUBAN,JAWA TIMUR,-6.954309715,112.0547757,medium
1726,"Point[X=111.484864500197, Y=-7.74510358236438, WKID=4326]",KEBON SARI,MADIUN,JAWA TIMUR,-7.745103582,111.4848645,medium
1727,"Point[X=110.701992500254, Y=-6.69596034429441, WKID=4326]",PECANGAAN,JEPARA,JAWA TENGAH,-6.695960344,110.7019925,medium
1728,"Point[X=112.2467792001, Y=-8.03496017786989, WKID=4326]",GARUM,BLITAR,JAWA TIMUR,-8.034960178,112.2467792,medium
1729,"Point[X=107.301609799653, Y=-6.17622086939758, WKID=4326]",RENGASDENGKLOK,KARAWANG,JAWA BARAT,-6.176220869,107.3016098,medium
1730,"Point[X=108.112073300343, Y=-6.7898900641751, WKID=4326]",TOMO,SUMEDANG,JAWA BARAT,-6.789890064,108.1120733,medium
1731,"Point[X=111.464533300072, Y=-8.01611498961501, WKID=4326]",BUNGKAL,PONOROGO,JAWA TIMUR,-8.01611499,111.4645333,medium
1732,"Point[X=110.20896619963, Y=-7.53970084441841, WKID=4326]",MERTOYUDAN,MAGELANG,JAWA TENGAH,-7.539700844,110.2089662,medium
1733,"Point[X=112.150637999644, Y=-6.9356676749232, WKID=4326]",PALANG,TUBAN,JAWA TIMUR,-6.935667675,112.150638,medium
1734,"Point[X=110.368100400213, Y=-7.54463192971974, WKID=4326]",DUKUN,MAGELANG,JAWA TENGAH,-7.54463193,110.3681004,medium
1735,"Point[X=107.389244099735, Y=-6.82896708376387, WKID=4326]",CIPATAT,BANDUNG BARAT,JAWA BARAT,-6.828967084,107.3892441,medium
1736,"Point[X=101.643141600305, Y=-1.66010699863904, WKID=4326]",LIMBUR LUBUK MENGKUANG,BUNGO,JAMBI,-1.660106999,101.6431416,medium
1737,"Point[X=108.296089199557, Y=-6.81357259959577, WKID=4326]",SUKAHAJI,MAJALENGKA,JAWA BARAT,-6.8135726,108.2960892,medium
1738,"Point[X=111.477076200406, Y=-7.81615542713121, WKID=4326]",BABADAN,PONOROGO,JAWA TIMUR,-7.816155427,111.4770762,medium
1739,"Point[X=98.5768086895694, Y=3.58144634057618, WKID=4326]",SUNGGAL,DELI SERDANG,SUMATERA UTARA,3.581446341,98.57680869,medium
1740,"Point[X=120.141173899756, Y=-5.51032122114736, WKID=4326]",GANTORANG,BULUKUMBA,SULAWESI SELATAN,-5.510321221,120.1411739,medium
1741,"Point[X=95.8173703596544, Y=5.35358347929417, WKID=4326]",PADANG TIJI,PIDIE,ACEH,5.353583479,95.81737036,medium
1742,"Point[X=112.921489599965, Y=-2.87250270813342, WKID=4326]",MENTAYA HILIR SELATAN,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,-2.872502708,112.9214896,medium
1743,"Point[X=110.123761099695, Y=-7.58063310693228, WKID=4326]",SALAMAN,MAGELANG,JAWA TENGAH,-7.580633107,110.1237611,medium
1744,"Point[X=110.153826799967, Y=-7.18434016266832, WKID=4326]",GEMAWANG,TEMANGGUNG,JAWA TENGAH,-7.184340163,110.1538268,medium
1745,"Point[X=111.488990999835, Y=-7.61287802190316, WKID=4326]",JIWAN,MADIUN,JAWA TIMUR,-7.612878022,111.488991,medium
1746,"Point[X=107.954169699672, Y=-7.22093924784798, WKID=4326]",KARANGPAWITAN,GARUT,JAWA BARAT,-7.220939248,107.9541697,medium
1747,"Point[X=107.926593400165, Y=-7.24518522921488, WKID=4326]",GARUT KOTA,GARUT,JAWA BARAT,-7.245185229,107.9265934,medium
1748,"Point[X=120.183580099842, Y=-5.41521436425148, WKID=4326]",RILAUALE,BULUKUMBA,SULAWESI SELATAN,-5.415214364,120.1835801,medium
1749,"Point[X=112.787089200007, Y=-2.02823864969389, WKID=4326]",PARENGGEAN,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,-2.02823865,112.7870892,medium
1750,"Point[X=109.054279699848, Y=-7.0156726285889, WKID=4326]",PAGERBARANG,TEGAL,JAWA TENGAH,-7.015672629,109.0542797,medium
1751,"Point[X=104.942729000043, Y=-5.41038537088809, WKID=4326]",AMBARAWA,PRINGSEWU,LAMPUNG,-5.410385371,104.942729,medium
1752,"Point[X=111.891840900237, Y=-7.9942136190632, WKID=4326]",KARANGREJO,TULUNGAGUNG,JAWA TIMUR,-7.994213619,111.8918409,medium
1753,"Point[X=107.864869999951, Y=-7.11304957487795, WKID=4326]",LELES,GARUT,JAWA BARAT,-7.113049575,107.86487,medium
1754,"Point[X=114.233099499642, Y=-8.30610680088813, WKID=4326]",SINGOJURUH,BANYUWANGI,JAWA TIMUR,-8.306106801,114.2330995,medium
1755,"Point[X=107.048092399645, Y=-6.87310459210318, WKID=4326]",GEKBRONG,CIANJUR,JAWA BARAT,-6.873104592,107.0480924,medium
1756,"Point[X=99.1537258100981, Y=3.42707014806894, WKID=4326]",SEI BAMBAN,SERDANG BEDAGAI,SUMATERA UTARA,3.427070148,99.15372581,medium
1757,"Point[X=120.27519740014, Y=-5.47157640662584, WKID=4326]",UJUNGLOE,BULUKUMBA,SULAWESI SELATAN,-5.471576407,120.2751974,medium
1758,"Point[X=111.721790699881, Y=-8.0328437484402, WKID=4326]",TRENGGALEK,TRENGGALEK,JAWA TIMUR,-8.032843748,111.7217907,medium
1759,"Point[X=113.403124500295, Y=-8.32793278666873, WKID=4326]",GUMUKMAS,JEMBER,JAWA TIMUR,-8.327932787,113.4031245,medium
1760,"Point[X=117.69637289979, Y=4.05019208089988, WKID=4326]",NUNUKAN SELATAN,NUNUKAN,KALIMANTAN UTARA,4.050192081,117.6963729,medium
1761,"Point[X=107.89940389997, Y=-7.29996017592134, WKID=4326]",CILAWU,GARUT,JAWA BARAT,-7.299960176,107.8994039,medium
1762,"Point[X=108.574413599608, Y=-6.8718118913057, WKID=4326]",SEDONG,CIREBON,JAWA BARAT,-6.871811891,108.5744136,medium
1763,"Point[X=112.139719200281, Y=-7.56761990883166, WKID=4326]",BANDARKEDUNGMULYO,JOMBANG,JAWA TIMUR,-7.567619909,112.1397192,medium
1764,"Point[X=113.053216300192, Y=-7.71837521314552, WKID=4326]",NGULING,PASURUAN,JAWA TIMUR,-7.718375213,113.0532163,medium
1765,"Point[X=108.224724100237, Y=-7.13557989169857, WKID=4326]",PANUMBANGAN,CIAMIS,JAWA BARAT,-7.135579892,108.2247241,medium
1766,"Point[X=120.002747199923, Y=-3.89504250540728, WKID=4326]",DUA PITUE,SIDENRENG RAPPANG,SULAWESI SELATAN,-3.895042505,120.0027472,medium
1767,"Point[X=98.6753269996414, Y=3.66044345909842, WKID=4326]",MEDAN DELI,KOTA MEDAN,SUMATERA UTARA,3.660443459,98.675327,medium
1768,"Point[X=112.490887900057, Y=-8.12330591003968, WKID=4326]",KROMENGAN,MALANG,JAWA TIMUR,-8.12330591,112.4908879,medium
1769,"Point[X=108.367312199698, Y=-6.51921334681845, WKID=4326]",KERTASEMAYA,INDRAMAYU,JAWA BARAT,-6.519213347,108.3673122,medium
1770,"Point[X=115.193486400277, Y=-8.66564485422657, WKID=4326]",DENPASAR BARAT,KOTA DENPASAR,BALI,-8.665644854,115.1934864,medium
1771,"Point[X=110.608322900282, Y=-7.71566570960476, WKID=4326]",KLATEN TENGAH,KLATEN,JAWA TENGAH,-7.71566571,110.6083229,medium
1772,"Point[X=106.678596799902, Y=-6.4556734932371, WKID=4326]",CISEENG,BOGOR,JAWA BARAT,-6.455673493,106.6785968,medium
1773,"Point[X=109.642127300135, Y=-7.62678628106198, WKID=4326]",PEJAGOAN,KEBUMEN,JAWA TENGAH,-7.626786281,109.6421273,medium
1774,"Point[X=111.505628300306, Y=0.0682061731764065, WKID=4326]",SINTANG,SINTANG,KALIMANTAN BARAT,0.068206173,111.5056283,medium
1775,"Point[X=123.061683700343, Y=0.57878756929091, WKID=4326]",SIPATANA,KOTA GORONTALO,GORONTALO,0.578787569,123.0616837,medium
1776,"Point[X=127.368065399698, Y=0.794008679057356, WKID=4326]",KOTA TERNATE TENGAH,KOTA TERNATE,MALUKU UTARA,0.794008679,127.3680654,medium
1777,"Point[X=116.559793100072, Y=1.39987166494541, WKID=4326]",MUARA WAHAU,KUTAI TIMUR,KALIMANTAN TIMUR,1.399871665,116.5597931,medium
1778,"Point[X=100.356505200255, Y=-0.943622249766975, WKID=4326]",PADANG BARAT,KOTA PADANG,SUMATERA BARAT,-0.94362225,100.3565052,medium
1779,"Point[X=95.9581555702234, Y=5.38323784315196, WKID=4326]",KOTA SIGLI,PIDIE,ACEH,5.383237843,95.95815557,medium
1780,"Point[X=103.386221399998, Y=1.07948088893193, WKID=4326]",TEBING,KARIMUN,KEPULAUAN RIAU,1.079480889,103.3862214,medium
1781,"Point[X=113.211594199713, Y=-7.76405173310093, WKID=4326]",KANIGARAN,KOTA PROBOLINGGO,JAWA TIMUR,-7.764051733,113.2115942,medium
1782,"Point[X=119.535363300276, Y=-5.26132493699618, WKID=4326]",BONTOMARANNU,GOWA,SULAWESI SELATAN,-5.261324937,119.5353633,medium
1783,"Point[X=102.483312700221, Y=-1.70622969384527, WKID=4326]",TABIR TIMUR,MERANGIN,JAMBI,-1.706229694,102.4833127,medium
1784,"Point[X=110.219551999825, Y=-7.49479750939747, WKID=4326]",MAGELANG SELATAN,KOTA MAGELANG,JAWA TENGAH,-7.494797509,110.219552,medium
1785,"Point[X=112.589522700212, Y=-7.02550067081927, WKID=4326]",BUNGAH,GRESIK,JAWA TIMUR,-7.025500671,112.5895227,medium
1786,"Point[X=96.7908405803286, Y=4.61191602240655, WKID=4326]",BIES,ACEH TENGAH,ACEH,4.611916022,96.79084058,medium
1787,"Point[X=97.8192236200741, Y=3.43363338687135, WKID=4326]",LAWE ALAS,ACEH TENGGARA,ACEH,3.433633387,97.81922362,medium
1788,"Point[X=107.617158300215, Y=-6.90480827528165, WKID=4326]",BANDUNG WETAN,KOTA BANDUNG,JAWA BARAT,-6.904808275,107.6171583,medium
1789,"Point[X=109.797439099635, Y=-7.70286633071652, WKID=4326]",PREMBUN,KEBUMEN,JAWA TENGAH,-7.702866331,109.7974391,medium
1790,"Point[X=109.418717399988, Y=-7.71214307684147, WKID=4326]",AYAH,KEBUMEN,JAWA TENGAH,-7.712143077,109.4187174,medium
1791,"Point[X=114.911774499594, Y=-8.24651547291069, WKID=4326]",SERIRIT,BULELENG,BALI,-8.246515473,114.9117745,medium
1792,"Point[X=107.669434600227, Y=-6.86236760058426, WKID=4326]",CIMENYAN,BANDUNG,JAWA BARAT,-6.862367601,107.6694346,medium
1793,"Point[X=108.52695059979, Y=-7.01341960293229, WKID=4326]",GARAWANGI,KUNINGAN,JAWA BARAT,-7.013419603,108.5269506,medium
1794,"Point[X=105.286331699848, Y=-5.13892171616425, WKID=4326]",METRO BARAT,KOTA METRO,LAMPUNG,-5.138921716,105.2863317,medium
1795,"Point[X=108.530931500089, Y=-6.88735380493409, WKID=4326]",CIGANDAMEKAR,KUNINGAN,JAWA BARAT,-6.887353805,108.5309315,medium
1796,"Point[X=103.613017299809, Y=-1.61670991742869, WKID=4326]",JELUTUNG,KOTA JAMBI,JAMBI,-1.616709917,103.6130173,medium
1797,"Point[X=110.131841299636, Y=-7.89073828364485, WKID=4326]",WATES,KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,-7.890738284,110.1318413,medium
1798,"Point[X=103.85488690011, Y=-3.28308680061531, WKID=4326]",TALANG UBI,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,-3.283086801,103.8548869,medium
1799,"Point[X=119.751316100258, Y=-3.03356288511901, WKID=4326]",SALUPUTI,TANA TORAJA,SULAWESI SELATAN,-3.033562885,119.7513161,medium
1800,"Point[X=110.691433099658, Y=-7.62804092434914, WKID=4326]",DELANGGU,KLATEN,JAWA TENGAH,-7.628040924,110.6914331,medium
1801,"Point[X=109.943743300313, Y=-7.72329086158396, WKID=4326]",BAYAN,PURWOREJO,JAWA TENGAH,-7.723290862,109.9437433,medium
1802,"Point[X=108.648951300262, Y=-6.88342820844503, WKID=4326]",KARANGWARENG,CIREBON,JAWA BARAT,-6.883428208,108.6489513,medium
1803,"Point[X=115.036551999875, Y=-8.23640928835795, WKID=4326]",BANJAR,BULELENG,BALI,-8.236409288,115.036552,medium
1804,"Point[X=98.3200611603943, Y=2.74050711621049, WKID=4326]",SIDIKALANG,DAIRI,SUMATERA UTARA,2.740507116,98.32006116,medium
1805,"Point[X=109.879672999609, Y=-7.81092705294111, WKID=4326]",GRABAG,PURWOREJO,JAWA TENGAH,-7.810927053,109.879673,medium
1806,"Point[X=115.110711499636, Y=-8.20210534318699, WKID=4326]",SUKASADA,BULELENG,BALI,-8.202105343,115.1107115,medium
1807,"Point[X=110.745023700384, Y=-7.70645112911626, WKID=4326]",KARANGDOWO,KLATEN,JAWA TENGAH,-7.706451129,110.7450237,medium
1808,"Point[X=110.532087999961, Y=-7.40043383964991, WKID=4326]",TENGARAN,SEMARANG,JAWA TENGAH,-7.40043384,110.532088,medium
1809,"Point[X=108.49125570019, Y=-6.98111445496806, WKID=4326]",KUNINGAN,KUNINGAN,JAWA BARAT,-6.981114455,108.4912557,medium
1810,"Point[X=108.630226700302, Y=-7.01938515410154, WKID=4326]",LURAGUNG,KUNINGAN,JAWA BARAT,-7.019385154,108.6302267,medium
1811,"Point[X=108.563548800037, Y=-6.72334479232825, WKID=4326]",PEKALIPAN,KOTA CIREBON,JAWA BARAT,-6.723344792,108.5635488,medium
1812,"Point[X=107.595741100372, Y=-7.07983564130177, WKID=4326]",BANJARAN,BANDUNG,JAWA BARAT,-7.079835641,107.5957411,medium
1813,"Point[X=112.311343799677, Y=-8.13772623777561, WKID=4326]",SELOPURO,BLITAR,JAWA TIMUR,-8.137726238,112.3113438,medium
1814,"Point[X=122.927352899817, Y=0.783188704395229, WKID=4326]",KWANDANG,GORONTALO UTARA,GORONTALO,0.783188704,122.9273529,medium
1815,"Point[X=122.507768000193, Y=-3.98396867891137, WKID=4326]",KADIA,KOTA KENDARI,SULAWESI TENGGARA,-3.983968679,122.507768,medium
1816,"Point[X=109.702649299626, Y=-7.57204915444487, WKID=4326]",KARANGSAMBUNG,KEBUMEN,JAWA TENGAH,-7.572049154,109.7026493,medium
1817,"Point[X=110.712780200046, Y=-7.76179449771786, WKID=4326]",CAWAS,KLATEN,JAWA TENGAH,-7.761794498,110.7127802,medium
1818,"Point[X=122.598241799919, Y=-4.1058385604012, WKID=4326]",MORAMO UTARA,KONAWE SELATAN,SULAWESI TENGGARA,-4.10583856,122.5982418,medium
1819,"Point[X=110.498604599823, Y=-7.68665393203327, WKID=4326]",MANISRENGGO,KLATEN,JAWA TENGAH,-7.686653932,110.4986046,medium
1820,"Point[X=111.3503636001, Y=-7.82342410763641, WKID=4326]",SAMPUNG,PONOROGO,JAWA TIMUR,-7.823424108,111.3503636,medium
1821,"Point[X=127.431798799975, Y=0.665374108828132, WKID=4326]",TIDORE,KOTA TIDORE KEPULAUAN,MALUKU UTARA,0.665374109,127.4317988,medium
1822,"Point[X=110.181580100441, Y=-7.32014694672415, WKID=4326]",TEMANGGUNG,TEMANGGUNG,JAWA TENGAH,-7.320146947,110.1815801,medium
1823,"Point[X=110.743425099689, Y=-7.62656017531179, WKID=4326]",WONOSARI,KLATEN,JAWA TENGAH,-7.626560175,110.7434251,medium
1824,"Point[X=111.894117399998, Y=-7.15569352603535, WKID=4326]",BOJONEGORO,BOJONEGORO,JAWA TIMUR,-7.155693526,111.8941174,medium
1825,"Point[X=114.331624200297, Y=-8.34233582313971, WKID=4326]",BLIMBINGSARI,BANYUWANGI,JAWA TIMUR,-8.342335823,114.3316242,medium
1826,"Point[X=115.173374499833, Y=-8.15265326333741, WKID=4326]",SAWAN,BULELENG,BALI,-8.152653263,115.1733745,medium
1827,"Point[X=111.505324399601, Y=-7.88903765486384, WKID=4326]",SIMAN,PONOROGO,JAWA TIMUR,-7.889037655,111.5053244,medium
1828,"Point[X=109.858491799857, Y=-7.74438439002751, WKID=4326]",BUTUH,PURWOREJO,JAWA TENGAH,-7.74438439,109.8584918,medium
1829,"Point[X=97.812248509761, Y=3.11593228344816, WKID=4326]",BABUL RAHMAH,ACEH TENGGARA,ACEH,3.115932283,97.81224851,medium
1830,"Point[X=110.090668800325, Y=-7.28004395176691, WKID=4326]",PARAKAN,TEMANGGUNG,JAWA TENGAH,-7.280043952,110.0906688,medium
1831,"Point[X=109.346586599892, Y=-0.0703871323602243, WKID=4326]",PONTIANAK TENGGARA,KOTA PONTIANAK,KALIMANTAN BARAT,-0.070387132,109.3465866,medium
1832,"Point[X=107.245592399969, Y=-6.35742017380193, WKID=4326]",TELUKJAMBE BARAT,KARAWANG,JAWA BARAT,-6.357420174,107.2455924,medium
1833,"Point[X=110.946648399904, Y=-8.03851742284076, WKID=4326]",GIRIWOYO,WONOGIRI,JAWA TENGAH,-8.038517423,110.9466484,medium
1834,"Point[X=107.778262999938, Y=-6.57402113316874, WKID=4326]",SUBANG,SUBANG,JAWA BARAT,-6.574021133,107.778263,medium
1835,"Point[X=100.367255199568, Y=-0.290729569114262, WKID=4326]",MANDIANGIN K. SELAYAN,KOTA BUKITTINGGI,SUMATERA BARAT,-0.290729569,100.3672552,medium
